School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
St. Paul Lutheran (Concordia),0.39,0.24,0.63,1,4,1
Principia,-0.59,1.1,0.51,4,1,2
McKinley Classical Leadership,-0.03,0.49,0.47,2,2,3
Barstow,-0.38,0.2,-0.18,3,5,4
Sacred Heart,-1.1,0.35,-0.75,9,3,5
Father Tolton,-0.6,-0.21,-0.81,5,6,6
Bishop LeBlond,-1.02,-0.25,-1.27,7,8,7
Greenwood,-1.51,-0.24,-1.75,12,7,8
Lone Jack,-1.4,-0.41,-1.82,11,9,9
Brentwood,-0.94,-1.35,-2.29,6,12,10
Green Ridge,-1.05,-1.56,-2.61,8,15,11
Smithton,-1.54,-1.07,-2.61,13,10,12
Gateway Science Charter,-1.17,-1.49,-2.67,10,14,13
Valley Park,-1.67,-1.69,-3.37,16,17,14
Cole Camp,-2.17,-1.25,-3.42,22,11,15
Crossroads College Preparatory,-1.94,-1.58,-3.51,20,16,16
Collegiate School of Med-Bio Science,-1.73,-1.88,-3.61,17,18,17
Laquey,-1.63,-2.27,-3.89,14,20,18
Lutheran North,-1.78,-2.57,-4.35,18,23,19
Summit Christian Academy,-1.94,-2.47,-4.41,21,22,20
Fair Grove,-3.02,-1.49,-4.51,25,13,21
The Fulton School,-2.31,-2.33,-4.64,23,21,22
Thomas Jefferson Independent Day,-1.8,-3.0,-4.81,19,24,23
Dixon,-1.67,-3.19,-4.86,15,27,24
Maplewood-Richmond Hts.,-3.06,-2.13,-5.19,26,19,25
Canton,-3.56,-3.13,-6.69,30,26,26
Iberia,-4.13,-3.07,-7.19,33,25,27
Lutheran (Kansas City),-3.13,-4.12,-7.25,27,28,28
St. Paul Lutheran (Farmington),-3.36,-5.02,-8.38,29,29,29
Richland,-2.89,-5.49,-8.38,24,32,30
Belle,-3.56,-5.43,-8.99,31,31,31
STEAM Academy,-4.46,-5.36,-9.82,34,30,32
Carnahan,-3.95,-5.98,-9.92,32,33,33
Crocker,-3.27,-8.34,-11.61,28,34,34
